@relation benzo322

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute oz33 numeric

@data
0.548116,0.784231,0.298248,0.632161,0.50266,0.349452,0.527505,0.407405,0.194774,0.485379,0.4778,0.354777,0.647557,0.845291,0.198498,0.061449,0.354244,0.17738,0.330071,0.052156,0.619068,0.578678,0.708195,0.491533,0.709884,0.267731,0.626684,0.738153,0.638856,0.500561,0.365503,0.58345,0.678367
0.510779,0.247882,0.083113,0.7391,0.406844,0.452187,0.515049,0.53753,0.513051,0.445389,0.734308,0.928454,0.710894,0.936759,1,0.22275,0.71138,0.237464,0.301608,0.575181,0.361274,0.582092,0.055573,0.516338,0.306012,0.311785,0.567727,0.67777,0.438631,0.489795,0.367275,0.549425,0.984733
0.464537,0.813086,0.51944,0.615115,0.612649,0.685343,0.021278,0.304709,0.49252,0.289668,0.359254,0.504625,0.390125,0.562516,0.565119,0.286216,0.573943,0.366934,0.679392,0.20247,0.291991,0.351441,0.535431,0.740223,0.215318,0.62443,0.272769,0.73667,0.450294,0.381631,0.484368,0.598047,0.053933
0.180187,0.600662,0.032713,0.287237,0.123544,0.500311,0.527084,0.342432,0.789613,0.399347,0.476503,0.272887,0.140397,0.540314,0.384855,0.552758,0.527471,0.000446,0.39766,0.569084,0.181568,0.605877,0.378042,0.53786,0.434359,0.239454,0.537361,0.624527,0.427169,0.748049,0.640708,0.555571,0.185433
0.643224,0.407121,0.304487,0.68805,0.309463,0.962758,0.581358,0.680281,0.251046,0.107756,0.269013,0.324913,0.487681,0.44899,0.385472,0.134017,0.638342,0.194598,0.532575,0.458036,0.227217,0.685378,0.288732,0.513753,0.395124,0.370413,0.450558,0.716683,0.435724,0.426644,0.385461,0.620213,0.518767
0.531194,0.219337,0.206887,0.573645,0.435999,0.661789,0.514847,0.56115,0.395923,0.275974,0.529958,0.534884,0.511119,0.473372,0.580927,0.40077,0.599216,0.665858,0.105041,0.440698,0.310542,0.395178,0.914391,0.693957,0.465835,0.324725,0.943438,0.610419,0.31357,0.412763,0.760689,0.313625,0.716
0.645717,0.372593,0.347196,0.695024,0.320455,1,0.568317,0.64105,0.295619,0.102896,0.225741,0.429624,0.444353,0.441927,0.401753,0.113436,0.598008,0.191068,0.460202,0.354031,0.210512,0.530666,0.279311,0.598275,0.444371,0.377833,0.493066,0.665103,0.359092,0.483009,0.392375,0.356319,0.361667
0.635553,0.778116,0.2744,0.705474,0.429617,0.473955,0.843361,0.229706,0.313362,0.307132,0.156119,0.509042,0.483428,0.631952,0.462362,0.352542,0.557488,0.551128,0.68152,0.967732,0.244477,0.599073,0.525647,0.533209,0.661812,0.418699,0.012829,0.782372,0.22898,0.463536,0.421018,0.621659,0.5927
0.825756,0.969022,0.490456,0.322647,0.613083,0.600753,0.418941,0.563015,0.383686,0.157751,0.603914,0.669964,0.287692,0.462343,0.666301,0.533188,0.452214,0.299091,0.537971,0.333157,0.158804,0.648838,0.40917,0.444348,0.586637,0.531786,0.509931,0.636981,0.509677,0.511139,0.662581,0.757463,0.784033
0.37679,0.829486,0.345604,0.72553,0.518598,0.526491,0.211976,0.581281,0.308643,0.272085,0.564188,0.259108,0.521931,0.544098,0.543761,0.283796,0.548168,0.40316,0.5778,0.619008,0.28678,0.596178,0.516668,0.654789,0.45167,0.52388,0.655063,0.713515,0.64586,0.557586,0.870226,0.41389,0.2801
0.514684,0.292266,0.149782,0.626149,0.392873,0.477158,0.49176,0.541274,0.495402,0.35562,0.793408,0.82411,0.663376,0.816569,0.961527,0.243312,0.635953,0.24028,0.222228,0.533145,0.346199,0.436065,0.236851,0.614011,0.348399,0.287873,0.584018,0.641032,0.355998,0.453761,0.438495,0.396273,0.877333
0.307328,0.884994,0.088938,0.627449,0.477128,0.52635,0.452296,0.717109,0.356158,0.238719,0.274708,0.760496,0.50223,0.442517,0.475744,0.399792,0.519403,0.516372,0.547982,0.448071,0.21128,0.471233,0.308179,0.531126,0.638055,0.267442,0.683821,0.578789,0.367119,0.473981,0.403868,0.540763,0.660367
0.143481,0.599598,0.105561,0.318487,0.152065,0.56967,0.523166,0.277179,0.774306,0.389036,0.395455,0.339003,0.052895,0.554261,0.364656,0.636836,0.424623,0,0.306156,0.664789,0.328112,0.617303,0.301268,0.59325,0.465409,0.408583,0.771203,0.719242,0.447604,0.451586,0.547611,0.553795,1
0.618011,0.805186,0.563546,0.968587,0.137671,0.275009,0.274034,0.334229,0.375154,0.044085,0.552056,0.333495,0.551101,0.55371,0.419154,0.573361,0.582646,0.373611,0.258059,0.615316,0.148776,0.376742,0.381146,0.737038,0.398074,0.054001,0.670222,0.740058,0.324587,0.466482,0.242953,0.812977,0.791467
0.80575,0.906128,0.469029,0.421906,0.546149,0.566514,0.547571,0.21878,0.411699,0.141994,0.700862,0.675995,0.360266,0.35587,0.606178,0.46205,0.515706,0.275582,0.452525,0.316608,0.171694,0.602905,0.420486,0.659507,0.672742,0.642115,0.286188,0.708996,0.446165,0.517828,0.479008,0.48976,0.8119
0.534037,0.709232,0.39091,0.767439,0.707531,0.484681,0.515615,0.450511,0.44329,0.289468,0.439538,0.298449,0.478238,0.633849,0.361271,0.325352,0.448612,0.282269,0.336192,0.39966,0.213196,0.437297,0.427513,0.523676,0.290439,0.311713,0.704738,0.641328,0.331575,0.447304,0.371713,0.517787,0.478567
0.607426,0.22993,0.401247,0.784778,0.342467,0.96551,0.558429,0.486463,0.564162,0.429016,0.554053,0.467883,0.52681,0.504036,0.485351,0.456359,0.526295,0.628337,0.481381,0.23608,0.234267,0.429161,0.516383,0.800202,0.496207,0.596885,0.792883,0.486834,0.35439,0.635396,0.347015,0.843337,0.331733
0.526101,0.206668,0.245921,0.494223,0.741007,0.355025,0.402919,0.59131,0.486057,0.069408,0.40578,0.478668,0.392866,0.394705,0.469177,0.156623,0.573025,0.241737,0.389493,0.569994,0.155085,0.380087,0.599859,0.54561,0.407349,0.1497,0.581953,0.621903,0.615198,0.682709,0.42002,0.510365,0.497267
0.513691,0.80972,0.379267,0.834209,0,0.214574,0.44175,0.705935,0.460449,0.078283,0.263087,0.843805,0.499972,0.417905,0.421183,0.500346,0.592557,0.483544,0.336235,0.442854,0.154959,0.523359,0.410228,0.641642,0.445264,0.232437,0.700694,0.626905,0.270737,0.594753,0.246425,0.405321,0.6514
0.461203,0.946928,0.484437,0.803218,1,0.677292,0.278278,0.758027,0.519324,0.205351,0.481996,0.128106,0.292336,0.718268,0.606105,0.535572,0.4075,0.376864,0.392479,0.425236,0.220625,0.617025,0.355819,0.526827,0.579342,0.033733,0.650568,0.526293,0.174856,0.360383,1,0.663701,0.737933
0.250757,0.729237,0.117845,0.634538,0.246932,0.396565,0.517954,0.579116,0.358602,0.196311,0.266298,0.765478,0.49254,0.465109,0.464514,0.315338,0.581081,0.534518,0.59022,0.241315,0.028069,0.396294,0.400066,0.642007,0.500862,0.306103,0.466423,0.562362,0.436283,0.73396,0.43957,0.450869,0.440233
0.299104,0.669548,0.649581,0.493037,0.47324,0.448382,0.623812,0.625925,0.281209,0.10757,0.610834,0.436747,0.48688,0.558946,0.536891,0.318578,0.279277,0.378019,0.298094,0.42804,0.223167,0.621886,0.490225,0.685642,0.136858,0.372702,0.532155,1,0.490797,0.561277,0.486395,0.437163,0.387267
0.676512,0.44131,0.380617,0.732093,0.446966,0.989856,0.605413,0.748682,0.333848,0.090936,0.195368,0.320521,0.410296,0.437161,0.388558,0.146823,0.55423,0.158324,0.422246,0.455747,0.265648,0.518061,0.24921,0.535828,0.426321,0.268482,0.559789,0.704805,0.506757,0.499409,0.418649,0.342396,0.407267
0.481579,0.735023,0.275538,0.661112,0.327236,0.289065,0.611549,0.549968,0.517895,0.123368,0.431609,0.432057,0.647634,0.430403,0.414569,0.238205,0.638787,0.386542,0.427837,0.513365,0.199025,0.574191,0.308396,0.483455,0.471865,0.355682,0.622966,0.577257,0.335163,0.495977,0.651637,0.722558,0.7433
0.295954,0.877554,0.008625,0.690075,0.340115,0.462868,0.575935,0.412597,0.276325,0.219416,0.371503,0.771034,0.618692,0.386958,0.408018,0.318277,0.520796,0.488286,0.524017,0.468535,0.17573,0.426336,0.296044,0.553822,0.532923,0.249153,0.772151,0.579893,0.395088,0.460956,0.438792,0.564571,0.4507
0.4707,0.605052,0.550878,0.685185,0.505835,0.439188,0.248317,0.49552,0.389298,0.361,0.590194,0.187975,0.381698,0.378385,0.617196,0.176625,0.571396,0.475757,0.43139,0.68747,0.128732,0.292453,0.417748,0.772145,0.723307,0.488004,0.49674,0.552688,0.624952,0.766059,0.791818,0.312007,0
0.67935,0.863124,0.314286,0.146044,0.613377,0.454342,0.588931,0.6512,0.785941,0.069679,0.123298,0.003064,0.877763,0.715019,0.638248,0.421726,0.548054,0.470558,0.606688,0.383653,0.277933,0.515712,0.287996,0.896313,0.561921,0.378218,0.811967,0.683644,0.474569,0.459297,0.56293,0.498111,0.8521
0.828787,0.404202,0.551839,0.987901,0.06503,0.831131,0.547826,0.772868,0.388301,0.036243,0.178743,0.369721,0.467518,0.450251,0.352106,0.209281,0.619599,0.149778,0.464819,0.536846,0.199585,0.56122,0.21007,0.512787,0.407166,0.233915,0.857337,0.701624,0.470047,0.311561,0.570446,0.264542,0.524667
0.605848,0.743871,0.23704,0.385688,0.488908,0.624211,0.383068,0.347061,0.31541,0.120654,0.166129,0.630198,0.481904,0.297329,0.504408,0.40948,0.478098,0.332964,0.24783,0.534943,1,0.281066,0.232528,0.785265,0.505842,0.178751,0.329661,0.523203,0,0.592493,0.861261,0.413274,0.6376
0.797484,0.919919,0.386552,0.258247,0.425335,0.579183,0.368988,0.429068,0.25707,0.153837,0.612695,0.666011,0.385502,0.451297,0.650425,0.492923,0.475911,0.281725,0.605617,0.335147,0.163039,0.679063,0.496867,0.412893,0.360095,0.573829,0.531142,0.635329,0.444489,0.587315,0.549167,0.669419,0.773567
0.752169,0.85924,0.426835,0.16955,0.566999,0.407252,0.673778,0.760695,0.455233,0.492663,0.792132,0.606204,0.584937,0.843313,0,0.005538,0.656284,0.46833,0.357929,0.648216,0.404522,0.385489,0.341398,0.715936,0.478541,0.183582,0.790711,0.616365,0.462938,0.510657,0.57166,0.596976,0.8306
0.667228,0.818547,0.292027,0.549045,0.566259,0.586322,0.581039,0.120996,0.36885,0.109966,0.381855,0.506094,0.558057,0.314445,0.486825,0.399632,0.530927,0.287794,0.286734,0.52198,0.888997,0.430815,0.251251,0.877598,0.533305,0.302646,0.219686,0.605765,0.116641,0.528244,0.737591,0.749716,0.784033
0.540057,0.095031,0.266956,0.558158,0.755544,0.095049,0.476752,0.294331,0.498033,0.203084,0.606359,0.514295,0.477254,0.264553,0.360151,0.573548,0.390824,0.563476,0.64911,0.442995,0.376562,0.548718,0.210937,0.573257,0.38966,0.266876,0.491878,0.726015,0.495883,0.540913,0.476093,0.450883,0.4876
