@relation pah2

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute oz33 numeric
@attribute oz34 numeric
@attribute oz35 numeric
@attribute oz36 numeric
@attribute oz37 numeric
@attribute oz38 numeric
@attribute oz39 numeric
@attribute oz40 numeric
@attribute oz41 numeric
@attribute oz42 numeric
@attribute oz43 numeric
@attribute oz44 numeric
@attribute oz45 numeric
@attribute oz46 numeric
@attribute oz47 numeric
@attribute oz48 numeric
@attribute oz49 numeric
@attribute oz50 numeric
@attribute oz51 numeric
@attribute oz52 numeric
@attribute oz53 numeric
@attribute oz54 numeric
@attribute oz55 numeric
@attribute oz56 numeric
@attribute oz57 numeric
@attribute oz58 numeric
@attribute oz59 numeric
@attribute oz60 numeric
@attribute oz61 numeric
@attribute oz62 numeric
@attribute oz63 numeric
@attribute oz64 numeric
@attribute oz65 numeric
@attribute oz66 numeric
@attribute oz67 numeric
@attribute oz68 numeric
@attribute oz69 numeric
@attribute oz70 numeric
@attribute oz71 numeric
@attribute oz72 numeric
@attribute oz73 numeric
@attribute oz74 numeric
@attribute oz75 numeric
@attribute oz76 numeric
@attribute oz77 numeric
@attribute oz78 numeric
@attribute oz79 numeric
@attribute oz80 numeric
@attribute oz81 numeric
@attribute oz82 numeric
@attribute oz83 numeric
@attribute oz84 numeric
@attribute oz85 numeric
@attribute oz86 numeric
@attribute oz87 numeric
@attribute oz88 numeric
@attribute oz89 numeric
@attribute oz90 numeric
@attribute oz91 numeric
@attribute oz92 numeric
@attribute oz93 numeric
@attribute oz94 numeric
@attribute oz95 numeric
@attribute oz96 numeric
@attribute oz97 numeric
@attribute oz98 numeric
@attribute oz99 numeric
@attribute oz100 numeric
@attribute oz101 numeric
@attribute oz102 numeric
@attribute oz103 numeric
@attribute oz104 numeric
@attribute oz105 numeric
@attribute oz106 numeric
@attribute oz107 numeric
@attribute oz108 numeric
@attribute oz109 numeric
@attribute oz110 numeric
@attribute oz111 numeric
@attribute oz112 numeric
@attribute oz113 numeric

@data
0.383177,0.414286,0.363319,0.393945,0.333328,0.39755,0.712957,0.626921,0.31429,0.41936,0.333333,0.35556,0.378532,0.330375,0.514925,0.187224,0.192933,0.174898,0.183626,0.479493,0,0.196192,0.534145,0.367221,0.324359,0.242654,0.185859,0.754729,0.346908,0.14496,0.357937,0.151722,0.08673,0.051663,0.347389,0.005194,0.194343,0.194343,0.194343,0.194343,0.194343,0.368333,0.402536,0.402536,0.402536,0.402536,0.402536,0.290661,0.784056,0.385999,0.422096,0.51693,0.463781,0.542325,0.69163,0.603396,0.210525,0.515626,0.535214,0.544307,0.547619,1,0.311445,0.329441,0.542295,0.391098,0.295776,0.322791,0.205882,0.359368,0,0,0.701008,0,0.337197,0,0.186006,0,0,0.429618,0.417754,0.403659,0.380111,0.346525,0.347022,0.285719,0.470593,0.424244,0.471706,0.446817,0.400008,0.422081,0.405205,0.384938,0.359185,0.328769,0.327771,0.135134,0.210524,0.200002,0.200004,0.199995,0.227272,0.429618,0.417754,0.403659,0.380111,0.346525,0.347022,0.417731,0.504692,0.309189,0.466293
0.383177,0.414286,0.363319,0.393945,0.333328,0.39755,0.712957,0.626921,0.31429,0.41936,0.333333,0.35556,0.380211,0.33732,0.559701,0.190834,0.196505,0.17861,0.187287,0.483549,0,0.199776,0.553144,0.366527,0.323135,0.242364,0.185645,0.748245,0.346908,0.15222,0.356996,0.152327,0.087315,0.047939,0.35212,0.005195,0.197935,0.197935,0.197935,0.197935,0.197935,0.350819,0.383108,0.383108,0.383108,0.383108,0.383108,0.290661,0.667775,0.38572,0.422219,0.599122,0.463781,0.542325,0.69163,0.603396,0.210525,0.515626,0.535214,0.531649,0.547619,0.749616,0.333954,0.352809,0.599452,0.566397,0.338167,0.322791,0.220588,0.390625,0,0,0.779296,0,0.341441,0,0.186008,0,0,0.429618,0.417754,0.403659,0.380047,0.346956,0.346721,0.285719,0.470593,0.424244,0.452839,0.446817,0.400008,0.422081,0.405205,0.384938,0.359062,0.328906,0.327612,0.135134,0.210524,0.200002,0.200004,0.199995,0.227272,0.429618,0.417754,0.403659,0.380047,0.346956,0.346721,0.417731,0.509376,0.30793,0.646073
0.383177,0.414286,0.366778,0.395728,0.333328,0.39755,0.712957,0.626921,0.31429,0.41936,0.333333,0.366671,0.372468,0.309563,0.410453,0.176397,0.182218,0.163767,0.172644,0.469817,0,0.185442,0.476866,0.372958,0.33127,0.227941,0.174978,0.487298,0.346845,0.128019,0.365003,0.149834,0.084948,0.06135,0.333256,0.005072,0.183569,0.183569,0.183569,0.183569,0.183569,0.44383,0.484926,0.484926,0.484926,0.484926,0.484926,0.288931,0.707643,0.371046,0.4238,0.50049,0.463781,0.542325,0.649052,0.603396,0.214911,0.453125,0.535214,0.645575,0.666668,0.700142,0.281421,0.299063,0.4679,0.352585,0.3046,0.297468,0.202206,0.328123,0,0,0.626267,0,0.326222,0,0.177007,0,0,0.429618,0.418861,0.399528,0.377132,0.353781,0.362749,0.285719,0.485299,0.409093,0.396235,0.361711,0.350008,0.422081,0.405756,0.381482,0.359429,0.339968,0.347154,0.135134,0.223683,0.200002,0.177781,0.171424,0.181816,0.429618,0.418861,0.399528,0.377132,0.353781,0.362749,0.418822,0.483199,0.316929,0.479401
0.345795,0.371429,0.339097,0.363641,0.333328,0.349402,0.76234,0.692308,0.357141,0.354842,0.333333,0.344448,0.306357,0.240612,0.425372,0.131373,0.135596,0.12391,0.129851,0.398642,0,0.134602,0.381332,0.326992,0.280596,0.150042,0.129105,0.343054,0.341397,0.086976,0.318654,0.110214,0.057525,0.047442,0.246311,0.004734,0.132612,0.132612,0.132612,0.132612,0.132612,0.478822,0.523103,0.523103,0.523103,0.523103,0.523103,0.261249,0.627906,0.334268,0.340949,0.536094,0.360916,0.368605,0.392173,0.373958,0.17105,0.593751,0.661973,0.721524,0.690478,0.700142,0.23264,0.240652,0.402065,0.385787,0.213105,0.227847,0.150735,0.281248,0,0,0.641419,0,0.282522,0,0.234062,0,0.183476,0.357419,0.353925,0.35362,0.342778,0.335212,0.348583,0.230775,0.382358,0.333336,0.320764,0.319158,0.300008,0.351545,0.344607,0.340212,0.330206,0.325726,0.337145,0.108106,0.171048,0.150004,0.13333,0.142852,0.136358,0.357419,0.353925,0.35362,0.342778,0.335212,0.348583,0.35389,0.412107,0.274464,0.426968
0.345795,0.371429,0.342557,0.365425,0.333328,0.349402,0.76234,0.692308,0.357141,0.354842,0.333333,0.35556,0.302133,0.227256,0.335827,0.124967,0.129282,0.11723,0.123313,0.390166,0,0.128331,0.340858,0.331011,0.285176,0.145017,0.12505,0.18422,0.341334,0.077699,0.323554,0.11112,0.05835,0.040737,0.227998,0.004739,0.126327,0.126327,0.126327,0.126327,0.126327,0.539596,0.588744,0.588744,0.588744,0.588744,0.588744,0.238758,0.421927,0.320614,0.343154,0.388135,0.360916,0.368605,0.36058,0.373958,0.175436,0.546877,0.704234,0.835442,0.785719,0.100436,0.202621,0.210278,0.320243,0.15006,0.190653,0.227847,0.125,0.203123,0,0,0.292933,0,0.266041,0,0.221635,0,0.175835,0.357419,0.35503,0.348767,0.343158,0.342159,0.359447,0.230775,0.397064,0.28789,0.26416,0.276596,0.27501,0.351545,0.345158,0.336429,0.332885,0.335129,0.350332,0.108106,0.184209,0.150004,0.111111,0.114287,0.136358,0.357419,0.35503,0.348767,0.343158,0.342159,0.359447,0.354983,0.39531,0.279661,0.430712
0.345795,0.371429,0.342557,0.365425,0.333328,0.349402,0.76234,0.692308,0.357141,0.354842,0.333333,0.35556,0.302521,0.228211,0.343288,0.125508,0.129792,0.117899,0.123912,0.390553,0,0.12878,0.343611,0.330768,0.28487,0.145898,0.12576,0.252292,0.341523,0.078354,0.323254,0.109458,0.056925,0.055887,0.233629,0.004703,0.126775,0.126775,0.126775,0.126775,0.126775,0.532229,0.581376,0.581376,0.581376,0.581376,0.581376,0.247408,0.421927,0.322472,0.343644,0.289497,0.360916,0.368605,0.36058,0.373958,0.175436,0.546877,0.732387,0.860768,0.750005,0.100436,0.202621,0.210278,0.320243,0.15006,0.184239,0.240506,0.108456,0.140622,0,0,0.292933,0,0.272787,0,0.230228,0,0.183841,0.357419,0.35503,0.348767,0.342271,0.346525,0.357107,0.230775,0.397064,0.28789,0.26416,0.297872,0.27501,0.351545,0.345158,0.336429,0.332519,0.338309,0.346678,0.108106,0.184209,0.150004,0.111111,0.142852,0.136358,0.357419,0.35503,0.348767,0.342271,0.346525,0.357107,0.354983,0.3957,0.279245,0.616107
0.514011,0.523813,0.522493,0.53299,0.555557,0.50205,0.904317,0.878852,0.23334,0.483872,0.555557,0.533339,0.421021,0.314548,0.156712,0.209781,0.21245,0.206368,0.20916,0.505461,0,0.206719,0.395373,0.488252,0.431152,0.200059,0.209872,0,0.551936,0.128775,0.480599,0.209323,0.13292,0.017139,0.306589,0.033285,0.204894,0.204894,0.204894,0.204894,0.204894,0.406997,0.444068,0.444068,0.444068,0.444068,0.444068,0.207616,0.511629,0.477572,0.449213,0.170812,0.441062,0.375101,0.318684,0.327376,0.061395,0.875009,0.901419,0.898745,0.916675,0.100436,0.277669,0.2757,0.339125,0.169981,0.231815,0.329108,0.178308,0.171872,0,0,0.257081,0,0.381674,0,0.458091,0,0.538792,0.47531,0.482697,0.508462,0.517584,0.514506,0.556463,0.087912,0.147075,0.106061,0.113208,0.106383,0.100017,0.473673,0.481578,0.505286,0.514792,0.519845,0.561972,0.045055,0.065785,0.050008,0.044455,0.057144,0.045447,0.47531,0.482697,0.508462,0.517584,0.514506,0.556463,0.482673,0.5121,0.438384,0.769656
0.429912,0.447624,0.429057,0.447414,0.444443,0.425723,0.837959,0.79424,0.29047,0.41936,0.444443,0.433331,0.363967,0.280075,0.291043,0.1699,0.173417,0.164174,0.168703,0.454451,0,0.170213,0.395925,0.405562,0.35255,0.17456,0.168599,0.209073,0.447054,0.109161,0.397031,0.154593,0.089115,0.029061,0.277399,0.012837,0.168303,0.168303,0.168303,0.168303,0.168303,0.428169,0.467511,0.467511,0.467511,0.467511,0.467511,0.230107,0.740867,0.415156,0.393737,0.50049,0.400159,0.366929,0.355086,0.342613,0.109641,0.734374,0.774639,0.835442,0.797616,0.700142,0.268288,0.271026,0.399169,0.352585,0.221551,0.272153,0.180146,0.281248,0,0,0.626267,0,0.334428,0,0.349189,0,0.366422,0.416392,0.417754,0.43429,0.425304,0.427739,0.449855,0.153851,0.250015,0.22728,0.188696,0.212766,0.200013,0.41261,0.41282,0.425019,0.417994,0.4243,0.445031,0.072068,0.118416,0.116665,0.088893,0.085716,0.090911,0.416392,0.417754,0.43429,0.425304,0.427739,0.449855,0.417731,0.466793,0.35238,0.584271
0.429912,0.447624,0.432522,0.449212,0.444443,0.425723,0.837959,0.79424,0.29047,0.41936,0.444443,0.444452,0.360782,0.269667,0.238799,0.164306,0.167932,0.158236,0.162949,0.448258,0,0.164837,0.36729,0.408923,0.356378,0.171076,0.165439,0.112899,0.446928,0.101094,0.401119,0.158068,0.092935,0.016393,0.261668,0.012852,0.162916,0.162916,0.162916,0.162916,0.162916,0.467771,0.510376,0.510376,0.510376,0.510376,0.510376,0.228377,0.495017,0.402432,0.39637,0.467612,0.400159,0.366929,0.329673,0.342613,0.114031,0.718748,0.830991,0.886095,0.857146,0.100436,0.240145,0.242989,0.330566,0.165996,0.21094,0.272153,0.158088,0.203123,0,0,0.276777,0,0.318125,0,0.333558,0,0.350934,0.416392,0.418861,0.428578,0.429928,0.430325,0.457532,0.153851,0.250015,0.196987,0.169824,0.170213,0.175014,0.41261,0.413362,0.420813,0.423598,0.428873,0.454882,0.072068,0.118416,0.099996,0.088893,0.085716,0.090911,0.416392,0.418861,0.428578,0.429928,0.430325,0.457532,0.418822,0.454294,0.356803,0.625472
0.467286,0.490476,0.460197,0.481295,0.444443,0.473874,0.785488,0.723075,0.252383,0.483872,0.444443,0.466677,0.43003,0.346351,0.276122,0.218263,0.223419,0.206999,0.214669,0.521638,0,0.224636,0.475222,0.454898,0.408661,0.254517,0.221943,0.317662,0.452881,0.152271,0.447585,0.203656,0.126701,0.038252,0.348523,0.013282,0.222853,0.222853,0.222853,0.222853,0.222853,0.408847,0.446078,0.446078,0.446078,0.446078,0.446078,0.268169,0.820588,0.44591,0.477758,0.779391,0.500964,0.52661,0.546706,0.546357,0.157888,0.578125,0.704234,0.822791,0.785719,0.700142,0.319877,0.331776,0.465004,0.308097,0.316838,0.329108,0.251839,0.375004,0,0,0.605056,0,0.364186,0,0.288232,0,0.19099,0.488585,0.483805,0.474485,0.463151,0.454803,0.46762,0.208793,0.352956,0.257573,0.245288,0.234043,0.225012,0.483139,0.474509,0.462186,0.452204,0.447398,0.459322,0.099098,0.157895,0.133335,0.111111,0.114287,0.136358,0.488585,0.483805,0.474485,0.463151,0.454803,0.46762,0.483764,0.527343,0.40072,0.533708
0.28972,0.314286,0.276814,0.299471,0.244439,0.287149,0.52006,0.474996,0.423807,0.322582,0.277777,0.288894,0.280042,0.227557,0.52985,0.112967,0.115984,0.101941,0.105663,0.372982,0.740319,0.121164,0.394272,0.278419,0.240935,0.153935,0.104189,0.508908,0.23524,0.079968,0.271421,0.086796,0.041436,0.335566,0.265124,0.001881,0.121164,0.121164,0.121164,0.121164,0.121164,0.559853,0.594101,0.594101,0.594101,0.594101,0.594101,0.27509,0.66113,0.287922,0.343338,0.505446,0.384368,0.439645,0.544647,0.52546,0.324558,0.5,0.577466,0.59494,0.571429,0.700142,0.209187,0.226633,0.406975,0.39309,0.220964,0.21519,0.136029,0.265622,0.199998,0.498888,0.644954,0,0.250812,0,0.130266,0,0,0.342918,0.316715,0.308434,0.28662,0.265671,0.266885,0.450554,0.558826,0.484849,0.471706,0.468094,0.42501,0.346844,0.314631,0.304235,0.281869,0.263926,0.264058,0.33333,0.328944,0.300004,0.26667,0.228567,0.272725,0.342918,0.316715,0.308434,0.28662,0.265671,0.266885,0.316713,0.367575,0.227178,0.397005
0.28972,0.314286,0.276814,0.299471,0.244439,0.287149,0.52006,0.474996,0.423807,0.322582,0.277777,0.288894,0.2819,0.233582,0.574626,0.115402,0.118088,0.104168,0.107232,0.376116,0.769034,0.123852,0.413545,0.277127,0.239289,0.156407,0.105794,0.572117,0.23524,0.084203,0.2698,0.087325,0.041904,0.331841,0.268717,0.001927,0.123857,0.123857,0.123857,0.123857,0.123857,0.531308,0.565301,0.565301,0.565301,0.565301,0.565301,0.27855,0.455151,0.292844,0.344533,0.466362,0.384368,0.439645,0.544647,0.52546,0.324558,0.53125,0.605635,0.544307,0.488097,0.700142,0.21294,0.231307,0.420317,0.452182,0.231922,0.221519,0.138327,0.273436,0.199998,0.498888,0.667685,0,0.252395,0,0.130282,0,0,0.342918,0.316715,0.307647,0.290549,0.264996,0.25638,0.450554,0.558826,0.469698,0.490574,0.48937,0.42501,0.346844,0.314631,0.303803,0.285277,0.259918,0.24944,0.33333,0.328944,0.300004,0.26667,0.257139,0.227272,0.342918,0.316715,0.307647,0.290549,0.264996,0.25638,0.316713,0.372653,0.225492,0.576775
0.373832,0.366668,0.366778,0.360077,0.355551,0.363471,0.612651,0.596152,0.342855,0.387099,0.388889,0.35556,0.34132,0.281496,0.462685,0.155735,0.152211,0.144988,0.136781,0.437189,0.833282,0.162374,0.450164,0.350816,0.305015,0.194746,0.157486,0.545645,0.331769,0.112489,0.342225,0.123018,0.064475,0.330102,0.316992,0.00477,0.168753,0.168753,0.168753,0.168753,0.168753,0.436463,0.421964,0.421964,0.421964,0.421964,0.421964,0.231838,0.910294,0.338076,0.407883,0.633088,0.435205,0.445723,0.497943,0.504129,0.394734,0.687495,0.732387,0.658233,0.583335,1,0.275792,0.289717,0.487532,0.476091,0.253732,0.278481,0.164521,0.328123,0.199998,0.466521,0.756565,1,0.258822,0.676805,0.133658,0.439085,0,0.401841,0.380615,0.387591,0.376372,0.353474,0.342339,0.340663,0.382358,0.333336,0.339631,0.319158,0.300008,0.423728,0.409979,0.420381,0.419216,0.407856,0.389259,0.387383,0.394735,0.350004,0.333337,0.28571,0.272725,0.401841,0.380615,0.387591,0.376372,0.353474,0.342339,0.380558,0.442184,0.296465,0.432585
0.429912,0.447624,0.432522,0.449212,0.444443,0.425723,0.837959,0.79424,0.29047,0.41936,0.444443,0.422226,0.364634,0.282675,0.298504,0.170757,0.174406,0.164545,0.169355,0.455845,0,0.171557,0.403082,0.40393,0.350997,0.18592,0.178897,0.300374,0.437042,0.110673,0.395122,0.156482,0.09118,0.022355,0.276391,0.011477,0.169651,0.169651,0.169651,0.169651,0.169651,0.42449,0.464161,0.464161,0.464161,0.464161,0.464161,0.226647,0.843846,0.396031,0.395206,0.681328,0.400159,0.366929,0.329673,0.342613,0.114031,0.703122,0.802815,0.873419,0.797616,0.400291,0.258906,0.26168,0.37626,0.275559,0.245179,0.278481,0.175551,0.296873,0,0,0.494448,0.832649,0.28155,0.881009,0.19245,0.360767,0.183303,0.416392,0.418861,0.428709,0.429296,0.431198,0.44391,0.153851,0.250015,0.196987,0.169824,0.191489,0.175014,0.41261,0.413362,0.420909,0.423354,0.42955,0.440574,0.072068,0.118416,0.099996,0.088893,0.085716,0.090911,0.416392,0.418861,0.428709,0.429296,0.431198,0.44391,0.418822,0.471873,0.351619,0.40075
0.383177,0.414286,0.359858,0.392163,0.333328,0.39755,0.712957,0.626921,0.31429,0.41936,0.333333,0.344448,0.381197,0.340778,0.574626,0.192637,0.19829,0.180466,0.189118,0.485029,0,0.201568,0.562776,0.364578,0.32125,0.2457,0.188111,0.778481,0.346908,0.15444,0.354716,0.151647,0.086598,0.05067,0.360227,0.005201,0.199731,0.199731,0.199731,0.199731,0.199731,0.338856,0.370386,0.370386,0.370386,0.370386,0.370386,0.290661,0.667775,0.395843,0.418779,0.50049,0.463781,0.542325,0.736277,0.603396,0.210525,0.53125,0.46479,0.455698,0.535716,0.749616,0.335831,0.355144,0.605227,0.53918,0.339925,0.322791,0.227941,0.390625,0,0,0.753035,0,0.347196,0,0.188536,0,0,0.429618,0.416663,0.409299,0.376942,0.336626,0.344741,0.285719,0.470593,0.469698,0.509441,0.468094,0.42501,0.422081,0.404656,0.389152,0.354193,0.318677,0.325387,0.135134,0.210524,0.216669,0.222226,0.199995,0.227272,0.429618,0.416663,0.409299,0.376942,0.336626,0.344741,0.41664,0.516409,0.305736,0.58801
0.504676,0.533329,0.474042,0.506252,0.444443,0.522026,0.740736,0.665384,0.219052,0.548384,0.444443,0.444452,0.51818,0.499293,0.544776,0.324908,0.331467,0.30876,0.319362,0.619595,0,0.33818,0.742004,0.482289,0.438992,0.406899,0.324148,1,0.458509,0.294253,0.471107,0.261862,0.17508,0.04595,0.523829,0.014259,0.336661,0.336661,0.336661,0.336661,0.336661,0.199819,0.218346,0.218346,0.218346,0.218346,0.218346,0.297581,0.780727,0.53822,0.553904,0.758172,0.603573,0.698441,0.95398,0.773179,0.184209,0.609376,0.492959,0.455698,0.547619,0.785599,0.499054,0.523361,0.791784,0.701196,0.50156,0.474676,0.382349,0.578119,0,0,0.894954,0,0.47899,0,0.269841,0,0,0.560795,0.544335,0.539942,0.495974,0.443605,0.447273,0.252752,0.397064,0.424244,0.471706,0.425541,0.37501,0.553678,0.533374,0.518687,0.470596,0.4225,0.424206,0.126126,0.184209,0.200002,0.200004,0.199995,0.181816,0.560795,0.544335,0.539942,0.495974,0.443605,0.447273,0.544326,0.663283,0.41942,0.672281
0,0,0,0,0,0,0.533949,0.378841,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.151801,0,0,0,0,0,0.063585,0,0,0.000842,0.000842,0.000842,0.000842,0.000842,0.923575,0.726721,0.726721,0.726721,0.726721,0.726721,0,0.392028,0.004101,0.016507,0.043641,0.015784,0.029744,0.051511,0.054406,1,0.093757,0.126757,0.177209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610615,0.037904,0.210963,0,0,0,0,0,0,0,0,0,0.48352,0.882348,0.833329,0.924536,0.957447,0.975001,0.015869,0.029616,0.03424,0.04286,0.052817,0.031296,0.62162,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0.023805,0,0.019613,0,0,0.533949,0.378841,1,0,0,0,0,0,1,0,0.001531,0,0.002185,0,0,0,0,0,0,0,0,0.151801,0,0,0,0,0,0.063585,0,0,0,0,0,0,0,0.923575,0.787002,0.787002,0.787002,0.787002,0.787002,0.313152,0.262461,0.029079,0,0.092968,0,0,0,0,0.574564,0.093757,0.126757,0.177209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610615,0.037904,0.210963,0,0,0,0,0,0,0,0,0,0.48352,0.882348,0.833329,0.924536,0.957447,0.975001,0,0,0,0.003779,0.008701,0.004758,0.369366,0.578947,0.583347,0.577774,0.571422,0.590911,0,0,0,0,0,0,0,0,0,0.091768
0.018687,0.057142,0.013845,0.048133,0,0.024076,0.507714,0.340379,0.914273,0.032256,0,0.044452,0.025379,0.018334,0.932835,0.005504,0.0081,0.004602,0.008293,0.042428,0,0.006271,0.050669,0.02264,0.018647,0.008993,0.002748,0.204211,0.010066,0.003176,0.021998,0.003625,0.001102,0.077993,0.023795,0.00003,0.003985,0.003985,0.003985,0.003985,0.003985,0.907912,0.991289,0.991289,0.991289,0.991289,0.991289,0.27336,0,0,0.023585,0.049308,0.045241,0.086957,0.168282,0.110128,0.425436,0,0.014076,0.126581,0.011918,0.500741,0.011247,0.014012,0.030729,0.096939,0.013179,0.018993,0.005516,0.015621,0,0,0.268188,0.678431,0,0,0.030096,0,0,0.036152,0.032472,0.023157,0.015838,0.010879,0.007269,0.516487,0.941174,0.909074,1,1,1,0.027351,0.017776,0.004542,0,0.000132,0,0.252249,0.434208,0.433337,0.422226,0.428569,0.454543,0.036152,0.032472,0.023157,0.015838,0.010879,0.007269,0.032471,0.03711,0.015115,0.282772
0.102806,0.109527,0.103804,0.108741,0.111106,0.100427,0.672834,0.571151,0.714279,0.096774,0.11111,0.100005,0.073598,0.048225,0.671642,0.019579,0.020091,0.017962,0.018081,0.111856,0,0.019485,0.088385,0.089281,0.068067,0.021687,0.019877,0.044295,0.108562,0.009529,0.085074,0.014315,0.00494,0.057626,0.048862,0.000266,0.020259,0.020259,0.020259,0.020259,0.020259,0.808473,0.756862,0.756862,0.756862,0.756862,0.756862,0.119376,0.428572,0.094276,0.097704,0.146316,0.09587,0.077732,0.059748,0.074002,0.530698,0.437501,0.521128,0.582282,0.36905,0.500741,0.041269,0.042053,0.076926,0.041168,0.034317,0.044304,0.022059,0.03906,0,0,0.236373,0.653513,0.083336,0.458156,0.030184,0.304629,0,0.095071,0.09631,0.102374,0.102996,0.108698,0.106432,0.329675,0.558826,0.5,0.509441,0.5532,0.550008,0.104231,0.113126,0.121758,0.13174,0.145856,0.134727,0.351348,0.539471,0.500004,0.488893,0.457135,0.5,0.095071,0.09631,0.102374,0.102996,0.108698,0.106432,0.096321,0.121874,0.067757,0.275281
0.102806,0.133336,0.103804,0.131913,0.111106,0.100427,0.672834,0.571151,0.714279,0.096774,0.11111,0.100005,0.073598,0.048225,0.671642,0.019579,0.02226,0.017962,0.021611,0.111856,0,0.019485,0.088385,0.089281,0.068067,0.021687,0.019877,0.044295,0.108562,0.009529,0.085074,0.014315,0.00494,0.057626,0.048862,0.000266,0.019081,0.019081,0.019081,0.019081,0.019081,0.808473,0.799058,0.799058,0.799058,0.799058,0.799058,0.217997,0.192685,0.094369,0.081643,0.113443,0.080542,0.052171,0.021289,0.029594,0.249998,0.437501,0.521128,0.582282,0.36905,0.500741,0.041269,0.042053,0.076926,0.041168,0.034317,0.044304,0.022059,0.03906,0,0,0.236373,0.653513,0.083336,0.458156,0.030184,0.304629,0,0.095071,0.09631,0.102374,0.102996,0.108698,0.106432,0.329675,0.558826,0.5,0.509441,0.5532,0.550008,0.088409,0.085991,0.0887,0.091682,0.100092,0.097231,0.16216,0.249999,0.233337,0.222226,0.228567,0.272725,0.095071,0.09631,0.102374,0.102996,0.108698,0.106432,0.096321,0.121874,0.067757,0.269664
0.121497,0.142859,0.117646,0.133696,0.111106,0.124501,0.640428,0.526919,0.66666,0.129034,0.11111,0.111116,0.104033,0.076964,0.753732,0.030046,0.032082,0.027017,0.029623,0.158839,0,0.031355,0.169054,0.110071,0.086971,0.039802,0.02914,0.343593,0.111285,0.017496,0.105221,0.021416,0.007904,0.057873,0.081341,0.00032,0.035525,0.035525,0.035525,0.035525,0.035525,0.732046,0.583386,0.583386,0.583386,0.583386,0.583386,0.342564,0.325582,0.110901,0.125637,0.171684,0.139913,0.153809,0.169654,0.1676,0.394734,0.312499,0.380284,0.531649,0.452383,0.250354,0.069411,0.074764,0.172082,0.14342,0.082108,0.07595,0.03125,0.078122,0,0,0.295963,0.672572,0.09709,0.504274,0,0,0,0.131175,0.12878,0.125656,0.118842,0.116015,0.122579,0.362643,0.632355,0.560605,0.566046,0.5532,0.57501,0.131588,0.128437,0.128133,0.127479,0.130924,0.132184,0.270268,0.394735,0.400004,0.377781,0.371425,0.409089,0.131175,0.12878,0.125656,0.118842,0.116015,0.122579,0.128789,0.171092,0.083428,0.314607
0.149534,0.161907,0.145327,0.153304,0.133328,0.13857,0.441359,0.399996,0.638089,0.161291,0.166666,0.14445,0.131476,0.098194,0.69403,0.039024,0.039926,0.034031,0.03461,0.193865,0.597785,0.042105,0.203745,0.13633,0.11063,0.056419,0.036282,0.374927,0.111285,0.0239,0.131373,0.026855,0.00987,0.345749,0.123602,0.000397,0.048881,0.048881,0.048881,0.048881,0.048881,0.754145,0.586064,0.586064,0.586064,0.586064,0.586064,0.333913,0.368771,0.142013,0.174779,0.2966,0.200211,0.206199,0.252751,0.257284,0.486839,0.46875,0.507045,0.506332,0.464288,0.250354,0.07973,0.088782,0.181776,0.146077,0.104454,0.094937,0.044118,0.101559,0.199998,0.60715,0.295963,0.738569,0.108543,0.560481,0,0,0,0.175648,0.155469,0.160284,0.149203,0.136491,0.137946,0.527476,0.61765,0.560605,0.547178,0.510647,0.500009,0.187952,0.166574,0.176102,0.173624,0.16369,0.160307,0.49549,0.486839,0.483339,0.444448,0.371425,0.409089,0.175648,0.155469,0.160284,0.149203,0.136491,0.137946,0.155459,0.186718,0.104899,0.258429
